country_name_short,country_name,party_name_short,party_name_english,party_name,party_name_ascii,family_name_short,family_name,left_right,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id,party_id,family_id
JPN,Japan,JLP,Japan Liberal Party,Nihon Jiy?t?,Nihon Jiyuto,con,Conservative,,,,,,,,,,,,,5,1726,26
JPN,Japan,JNP,Japan New Party,Nihon Shint?,Nihon Shin-to,lib,Liberal,8.255555555555555,,,,71952,,,,2205,,,,5,1327,6
JPN,Japan,JRP,Japan Renewal Party,Shinseit?,Shinsei-to,con,Conservative,8.255555555555555,,,,71622,,,,2205,,,,5,547,26
JPN,Japan,JSP,Japan Socialist Party,Nihon Shakai-t?,Nihon Shakai-to,soc,Social democracy,2.634392070770263,4.1366572129099,3.120960185402316,,71320,,,,2202,,8472,,5,940,11
JPN,Japan,K,Komeito Party,K?meit?,Komeito,con,Conservative,5.687053928040623,4.454887289749948,6.25,,71530,,,,2203,,8400,,5,837,26
JPN,Japan,Kizuna,Kizuna New Party,Shint? Kizuna,Shinto Kizuna,soc,Social democracy,,,,,,,,,,,,,5,1993,11
JPN,Japan,LDP,Liberal Democratic Party,Jiy? Minshut?,Jiyu Minshuto,con,Conservative,8.02523690831591,4.809437300029579,7.774699863634632,,71620,,,,2205,,8424,,5,1193,26
JPN,Japan,LFP,Labour Farmer Party,R?d?n?mint?,Rodonominto,com,Communist/Socialist,,,,,,,,,,,,,5,1736,14
JPN,Japan,LL,Liberal League,Jiyu Rengo,Jiyu Rengo,lib,Liberal,,,,,,,,,,,,,5,1165,6
JPN,Japan,LP,Liberal Party,Jiy?-t?,Jiyu-to,con,Conservative,,,,,71625,,,,,,,,5,462,26
JPN,Japan,LWSP,Left Wing Socialist Party,Saha Shakai Tô,Saha Shakai To,com,Communist/Socialist,,,,,,,,,,,,,5,1723,14
JPN,Japan,NCP,New Conservative Party,Hoshu Shint?,Hoshu Shinto,con,Conservative,8.267544194271684,5.652173694811369,8.03203683150442,,71626,,,,,,8448,,5,1382,26
JPN,Japan,NCoP,National Cooperative Party,Kokumin Kyôdô Tô,Kokumin Kyodo To,code,to be coded,,,,,,,,,,,,,5,1733,28
JPN,Japan,NFP,New Frontier Party,Shinshin-to,Shinshin-to,con,Conservative,8.255555555555555,,,,71623,,,,2205,,,,5,1136,26
JPN,Japan,NLC,New Liberal Club,Shin-jiy?-kurabu,Shin jiyu karuba,con,Conservative,,,,,71621,,,,,,,,5,170,26
JPN,Japan,NPD,New Party Daichi,Shint? Daichi,Shinto Daichi,lib,Liberal,,,,,,,,,,,,,5,247,6
JPN,Japan,NPN,New Party Nippon,Shint? Nippon,Shinto Nippon,lib,Liberal,,,,,,,,,,,,,5,1175,6
JPN,Japan,NPS,New Party Sakigake,Shinto Sakigake,Shinto Sakigake,con,Conservative,,,,,71951,,,,,,,,5,1146,26
JPN,Japan,PNP,People's New Party,Kokumin Shinto,Kokumin Shint?,con,Conservative,,,,,,,,,,,,,5,4,26
JPN,Japan,PP,Progressive Party,Shimpot?,Shimpoto,con,Conservative,,,,,,,,,,,,,5,747,26
JPN,Japan,PPLF,Putting People's Lives First,Kokumin no Seikatsu ga Daiichi,Kokumin no Seikatsu ga Daiichi,con,Conservative,,,,,,,,,,,,,5,2069,26
JPN,Japan,PR,Peace and Reform,Heiwa Kaikaku,Heiwa Kaikaku,con,Conservative,,,,,,,,,,,,,5,2068,26
JPN,Japan,RP,Reform Party,Rikken Kaishint?,Rikken Kaishinto,right,Right-wing,,,,,,,,,,,,,5,1729,40
JPN,Japan,RWSP,Right Wing Socialist Party,Uha Shakai Tô,Uha Shakai To,soc,Social democracy,,,,,,,,,,,,,5,1724,11
JPN,Japan,SDF,Socialist Democratic Federation,Shaminren,Shaminren,soc,Social democracy,,,,,71322,,,,,,,,5,86,11
JPN,Japan,SLP,Separatists' Liberal Party,Jiyû Tô Buntô Ha,Jiyu To Bunto Ha,con,Conservative,,,,,,,,,,,,,5,1755,26
JPN,Japan,SRP,Social Reform Party,Yakaikakushintou zu,Yakaikakushintou zu,com,Communist/Socialist,,,,,,,,,,,,,5,1737,14
JPN,Japan,YP,Your Party,Minna no T?,Minna no To,lib,Liberal,,,,,,,,,,,,,5,1124,6
JPN,Japan,etc,others,others,others,none,no family,,,,,,,,,,,,,5,1055,12
JPN,Japan,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,5,905,12
JPN,Japan,vac,vacancy,vacancy,vacancy,none,no family,,,,,,,,,,,,,5,1812,12
LTU,Lithuania,BSDK,Brazauskas Social Democratic Coalition,Brazausko socialdemokratiné koalicija,Brazausko socialdemokratine koalicija,all,electoral alliance,3.3,4.285,5.515000000000001,9.5,88321,,,,,,,2501,15,422,27
LTU,Lithuania,DP,Labour Party,Darbo Partija,Darbo Partija,lib,Liberal,3.86,4.29,5.8,8.566666666666666,,199,1440322,,,,,2516,15,581,6
LTU,Lithuania,FRONTAS,Front Party,Fronto partija,Fronto partija,com,Communist/Socialist,,,,,,206,,,,,,,15,1056,14
LTU,Lithuania,JL,Young Lithuania,Jaunoji Lietuva,Jaunoji Lietuva,right,Right-wing,9.8,2.25,8.6,1.0000000000000002,,,,,,,,2513,15,383,40
LTU,Lithuania,JL/PKS,Young Lithuania / Union of Political Prisoners,Jaunoji Lietuva / Politini? kalini? s?junga,Jaunoji Lietuva / Politiniu kaliniu sajunga,all,electoral alliance,,,,,,,,,,,,,15,1482,27
LTU,Lithuania,KDS,Christian Democratic Union,Krikš?ioni? demokrat? s?junga,Krikscioniu demokratu sajunga,chr,Christian democracy,,,,,,,,,,,,,15,493,3
LTU,Lithuania,KKSS,Christian Conservative Social Union,Krikš?ioni? konservatori? socialin? s?junga,Krikscioniu konservatoriu socialine sajunga,chr,Christian democracy,6.315789473684211,6.315789473684211,9.473684210526315,6.842105263157895,,,,,,,2292,,15,709,3
LTU,Lithuania,L/L/L,Lithuanian Christian Democrats / Union of Lithuanian Political Prisoners and Deportees / Lithuanian Democratic Party,Lietuvos Krikš?ionys Demokrata / Lietuvos politini? kalini? ir termini? s?junga / Lietuvos demokrat? partijos jungtinis s?rašas,Lietuvos Krikscionys Demokrata / Lietuvos politiniu kaliniu ir terminiu sajunga / Lietuvos demokratu partijos jungtinis sarasas,chr,Christian democracy,4.888888888888889,,,,88529,,,,2404,,,,15,362,3
LTU,Lithuania,LCS,Center Union of Lithuania,Lietuvos centro s?junga,Lietuvos centro sajunga,lib,Liberal,4.883333333333333,6.25,4.2,9,88420,,,,2403,,,2509,15,887,6
LTU,Lithuania,LDDP,Democratic Labour Party of Lithuania,Lietuvos demokratin? darbo partija,Lietuvos demokratine darbo partija,com,Communist/Socialist,3.3333333333333335,,,,88220,,,,2401,,,,15,519,14
LTU,Lithuania,LDP,Lithuanian Democratic Party,Lietuvos demokrat? partijos jungtinis s?rašas,Lietuvos demokrat? partijos jungtinis s?rašas,code,to be coded,5.833333333333333,,,,88522,,,,2407,,,,15,1144,28
LTU,Lithuania,LKDP,Lithuanian Christian Democrats,Lietuvos Krikš?ionys Demokratai,Lietuvos krikscionys demokratai,chr,Christian democracy,6.238493921975174,4.257963883249384,8.684487613878762,7.503231684366851,88521,,,,2404,,2264,2508,15,675,3
LTU,Lithuania,LKP,Communist Party of Lithuania,Lietuvos komunist? partija,Lietuvos komunistc partija,com,Communist/Socialist,,,,,,,,,,,,,15,1446,14
LTU,Lithuania,LLL,Lithuanian Liberty League,Lietuvos laisv?s lyga,Lietuvos laisves lyga,code,to be coded,,,,,,,,,,,,,15,1782,28
LTU,Lithuania,LLRA,Election Action of Lithuania's Poles,Lietuvos lenk? rinkim? akcija,Lietuvos lenku rinkimu akcija,eth,Ethnic,3.865,3.9,7.325,7.466666666666667,88951,,1440952,,,,,2511,15,28,17
LTU,Lithuania,LLS,Liberal Union of Lithuania,Lietuvos liberal? s?junga,Lietuvos liberalu sajunga,lib,Liberal,6.844444444444444,8.18,2.5,9.758333333333333,88422,,,,2405,,,2505,15,378,6
LTU,Lithuania,LLS,Lithuanian Liberty Union,Lietuvos laisv?s s?junga,Lietuvos laisves sajunga,lib,Liberal,7.8,0.75,8.75,2.0000000000000004,,,,,,,,2512,15,1562,6
LTU,Lithuania,LMP-NDP,Lithuanian Women’s Party -- New Democratic Party,Lietuvos moter? partija – Naujosios demokratijos partija,Lietuvos moteru partija -- Naujosios demokratijos partija,soc,Social democracy,3.2,3.75,6.25,7,,,,,,,,2502,15,1261,11
LTU,Lithuania,LPKTS,Union of Lithuanian Political Prisoners and Deportees,Lietuvos politini? kalini? ir termini? s?junga,Lietuvos politiniu kaliniu ir tremtiniu sajunga,code,to be coded,9.8,2.25,8.6,1.0000000000000002,88523,,,,,,,2513,15,1447,28
LTU,Lithuania,LRLS,Liberals' Movement of the Republic of Lithuania,Lietuvos Respublikos Liberal? s?j?dis,Lietuvos Respublikos Liberal? s?judis,lib,Liberal,7.756232713398158,8.227146550228737,2.8531855031063684,9.22437667846679,,202,1440421,,,,2348,,15,482,6
LTU,Lithuania,LRS,Lithuanian Russian Union,Lietuvos rus? s?junga,Lietuvos rusu sajunga,eth,Ethnic,2.2,2.25,7,5.333333333333333,,204,1440524,,,,,2503,15,863,17
LTU,Lithuania,LSDP,Lithuanian Social Democratic Party,Lietuvos socialdemokrat? partija,Lietuvos socialdemokratu partija,soc,Social democracy,3.197229877271151,3.826195734927528,5.273157961661351,9.070175505521,88320,203,1440320,,,,2320,2501,15,1277,11
LTU,Lithuania,LSDP,Lithuanian Social Democratic Party,Lietuvos socialdemokrat? partija,Lietuvos socialdemokratu partija,soc,Social democracy,4,,,,88320,,,,2402,,,,15,1408,11
LTU,Lithuania,LTMA,Alliance of the Lithuanian National Minorities,Lietuvos tautini? mažum? aljansas,Lietuvos tautiniu mazumu aljansas,eth,Ethnic,,,,,,,,,,,,,15,2036,17
LTU,Lithuania,LTS,Lithuanian National Union List,Lietuvi? tautinink? s?junga,Lietuviu tautininku sajunga,right,Right-wing,,,,,88710,,,,,,,,15,432,40
LTU,Lithuania,LTS-LDP,Lithuanian National Union List -- Liberal Democratic Party,Lietuvi? tautinink? s?junga – Liberal? Demokrat? Partija,Lietuviu tautininku s?junga -- Liberalu Demokratu Partija,all,electoral alliance,,,,,,,,,,,,,15,2035,27
LTU,Lithuania,LUP,Lithuanian Party of Economy,Lietuvos ?kio partijos,Lietuvos ukio partija,code,to be coded,,,,,,,,,,,,,15,2037,28
LTU,Lithuania,LVLS,Lithuanian Peasant Popular Union,Lietuvos valstie?i? liaudinink? s?junga,Lietuvos valstiecic liaudininkc sajunga,agr,Agrarian,3.268698140194542,3.71517030816329,5.851393247905527,5.290858620091473,,,,,,,2432,,15,191,2
LTU,Lithuania,LVP,Lithuanian Peasant Party,Lietuvos valstie?i? partija,Lietuvos valstieciu partija,agr,Agrarian,2.645,2.75,8,6.5249999999999995,88810,,,,,,,2507,15,1632,2
LTU,Lithuania,LZP,Lithuanian Green Party,Lietuvos žalioji partija,Lietuvos zalioji partija,eco,Green/Ecologist,,,,,,,,,,,,,15,21,19
LTU,Lithuania,LiCS,Liberal and Centre Union,Liberal? ir centro s?junga,Liberalc ir centro sajunga,lib,Liberal,7.756232713398158,8.227146550228737,2.8531855031063684,9.22437667846679,,200,1440420,,,,2348,,15,983,6
LTU,Lithuania,LiCS-TPP,United Faction of the Liberal and Centre Union and Nation's Resurrection Party,Liberal? ir centro s?junga ir Tautos prisik?limo partija,Liberal? ir centro s?junga ir Tautos prisik?limo partija,con,Conservative,,,,,,,,,,,,,15,2007,26
LTU,Lithuania,MKDS,Modern Christian-Democratic Union,Moderni?j? krikš?ioni? demokrat? s?junga,Moderniuju krikscioniu demokratu sajunga,code,to be coded,7,6.75,5,9.333333333333334,,,,,,,,2514,15,129,28
LTU,Lithuania,NKS,Moderate Conservative Union,Nuosaiki?j? konservatori? s?junga,Nuosaikiuju konservatoriu sajunga,code,to be coded,6.6,5.5,5.25,8.333333333333334,,,,,,,,2510,15,1320,28
LTU,Lithuania,NS,New Union,Naujoji s?junga (socialliberalai),Naujoji sajunga,lib,Liberal,4.268642588832923,4.112474545930561,4.907109906380637,8.66468145805493,88410,,1440410,,,,2376,2504,15,856,6
LTU,Lithuania,PDP,Civic Democratic Party,Pilietin?s demokratijos partija,Pilietines demokratijos partija,lib,Liberal,,,,,,,,,,,,,15,676,6
LTU,Lithuania,RPk,Coalition of Rolandas Paksas 'For Order and Justice',Rolando Pakso koalicija 'Už tvark? ir teisingum?',Rolando Pakso koalicija 'Uz tvarka ir teisinguma',con,Conservative,5.730994375128473,5.678670280858105,5.62326883014879,6.786703812448578,,,,,,,2236,,15,823,26
LTU,Lithuania,SK,Sajudis coalition,Sajudzio koalicija,Sajudzio koalicija,con,Conservative,,,,,88421,,,,,,,,15,48,26
LTU,Lithuania,TPJ,National Progress Movement,Tautos pazangos judejimas,Tautos pazangos judejimas,code,to be coded,,,,,,,,,,,,,15,1783,28
LTU,Lithuania,TPP,National Resurrection Party,Tautos prisik?limo partija,Tautos prisikelimo partija,right,Right-wing,,,,,,208,1440001,,,,,,15,1502,40
LTU,Lithuania,TS-LK,Homeland Union,T?vyn?s S?junga,Tevynes S?junga,con,Conservative,7.400447067238428,6.69396129808928,7.193878054702491,9.700615415517346,88620,,,,2406,,2404,2506,15,1045,26
LTU,Lithuania,TS-LKD,Homeland Union -- Lithuanian Christian Democrats,T?vyn?s s?junga – Lietuvos krikš?ionys demokratai,Tevynes s?junga -- Lietuvos krikscionys demokratai,con,Conservative,7.756232713398158,6.1218838942678415,7.811634164107473,9.335179579885368,,209,1440620,,,,2404,,15,293,26
LTU,Lithuania,TSKP,Lithuanian Communist Party on the CPSU Platform,Lietuvos komunist? partija TSKP platformoje,Lietuvos komunistu partija TSKP platformoje,com,Communist/Socialist,,,,,,,,,,,,,15,1623,14
LTU,Lithuania,TT-LDP,Order and Justice -- Liberal Democratic Party,Tvarka ir teisingumas – Liberal? Demokrat? Partija,Tvarka ir teisingumas -- Liberalu Demokratu Partija,con,Conservative,5.295497187564237,4.909335140429052,7.211634415074395,7.318351906224289,,207,1440621,,,,2236,2515,15,1421,26
LTU,Lithuania,Tpp,Party of National Progress,Tautos pažangos partija,Tautos pazangos partija,code,to be coded,,,,,,,,,,,,,15,2026,28
LTU,Lithuania,UTL,"Liaudies s?junga ""Uz teising? Lietuv?""","People’s Union ""For Just Lithuania""","People’s Union ""For Just Lithuania""",code,to be coded,,,,,,,,,,,,,15,2039,28
LTU,Lithuania,UdL,Working for Lithuania,Už darb? Lietuvai,Uz darba Lietuvai,soc,Social democracy,,,,,,,,,,,,,15,1490,11
LTU,Lithuania,VP/NDP,Peasant Party / New Democratic Party,Valstie?i? partija / Naujosios demokratijos partija,Valstiecic partija / Naujosios demokratijos partija,soc,Social democracy,3.268698140194542,3.71517030816329,5.851393247905527,5.290858620091473,,,,,,,2432,,15,1438,11
LTU,Lithuania,Zp,Samogitian Party,Žemai?i? partija,Zemaiciu partija,eth,Ethnic,,,,,,,,,,,,,15,2025,17
LTU,Lithuania,etc,others,others,others,none,no family,,,,,,,,,,,,,15,652,12
LTU,Lithuania,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,15,58,12
LTU,Lithuania,todo,to be coded,to be coded,to be coded,none,no family,,,,,,,,,,,,,15,124,12
LUX,Luxembourg,ADR,Alternative Democratic Reform Party,Alternativ Demokratesch Reformpartei – Parti réformiste d'alternative démocratique – Alternative Demokratische Reformpartei,Alternativ Demokratesch Reformpartei -- Parti reformiste d'alternative démocratique -- Alternative Demokratische Reformpartei,con,Conservative,8.81578947368421,6.315789473684211,7.5,2.5328947368421053,23951,214,1442951,,,907,6866,,7,1582,26
LUX,Luxembourg,Bl,Citizens' List,Biergerlëscht – Liste des citoyens,Biergerlescht -- Liste des citoyens,spec,Special issue,,,,,,416,1442009,,,,,,7,1130,16
LUX,Luxembourg,CSV,Christian Social People's Party,Chrëschtlech Sozial Vollekspartei – Parti populaire chrétien social – Christlich Soziale Volkspartei,Chreschtlech Sozial Vollekspartei -- Parti populaire chretien social -- Christlich Soziale Volkspartei,chr,Christian democracy,6.447368421052632,6.7105263157894735,7.5,8.39517543859649,23520,210,1442520,,,901,6886,,7,1234,3
LUX,Luxembourg,DL,The Left,Déi Lénk – La Gauche – Die Linke,Dei Lenk – La Gauche – Die Linke,com,Communist/Socialist,0.5263157894736842,0.8771930242839631,1.0526315789473684,0.877192647833579,,215,1442222,,,,6906,,7,457,14
LUX,Luxembourg,DP,Democratic Party,Demokratesch Partei – Parti Démocratique – Demokratische Partei,Demokratesch Partei -- Parti Democratique – Demokratische Partei,lib,Liberal,6.578947368421052,7.368421052631579,2.763157894736842,7.2706140350877195,23420,212,1442420,,,903,6926,,7,967,6
LUX,Luxembourg,Ef,Forcibly Enlisted,Enroles de force,Enroles de force,spec,Special issue,,,,,,,,,,,,,7,202,16
LUX,Luxembourg,GAP,Green Alternative,Gréng Alternativ Partei – Parti de l'Alternative Verte,Greng Alternativ Partei – Parti de l'Alternative Verte,eco,Green/Ecologist,,,,5.366666666666666,23112,,,,,905,,,7,315,19
LUX,Luxembourg,GLA,Green and Liberal Alliance,Gréng a Liberal Allianz,Greng a Liberal Allianz,eco,Green/Ecologist,,,,,,,,,,,,,7,2027,19
LUX,Luxembourg,GLEI,Green Left Ecological Initiative,"Greng Lëscht Ekologesch Initiativ – Liste Verte, Initiative Écologiste","Greng Lescht Ekologesch Initiativ -- Liste Verte, Initiative Ecologiste",eco,Green/Ecologist,,,,,23111,,,,,906,,,7,1158,19
LUX,Luxembourg,Greng,The Greens,Déi Gréng – Les Verts – Die Grünen,Déi Gréng -- Les Verts -- Die Grünen,eco,Green/Ecologist,2.5,1.5789473684210527,0.7894736842105263,7.5,23113,213,1442113,,,,6946,,7,310,19
LUX,Luxembourg,KPL,Communist Party of Luxembourg,Kommunistesch Partei Lëtzebuerg – Parti Communiste Luxembourgeois – Kommunistische Partei Luxemburg,Kommunistesch Partei Letzebuerg -- Parti Communiste Luxembourgeois -- Kommunistische Partei Luxemburg,com,Communist/Socialist,,,,2.6,23220,216,1442220,,,904,,,7,151,14
LUX,Luxembourg,LSAP,Luxembourg Socialist Workers' Party,Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei,Letzebuerger Sozialistesch Arbechterpartei -- Parti Ouvrier Socialiste Luxembourgeois -- Luxemburger Sozialistische Arbeiterpartei,soc,Social democracy,3.289473684210526,3.9473684210526314,1.3157894736842106,8.197807017543859,23320,211,1442320,,,902,6966,,7,701,11
LUX,Luxembourg,MPI,Popular Independent Movement,Mouvement indépendant populaire,Mouvement independant populaire,spec,Special issue,,,,,,,,,,,,,7,1462,16
LUX,Luxembourg,NB,National Movement,National Bewegong – Mouvement National – National Bewegung,National Bewegong -- Mouvement National -- National Bewegung,right,Right-wing,,,,,,,,,,908,,,7,374,40
LUX,Luxembourg,NL,New Left,Nei Lénk – Nouvelle Gauche,Nei Lénk -- Nouvelle Gauche,com,Communist/Socialist,,,,,,,,,,,,,7,1890,14
LUX,Luxembourg,PIE,Independents of the East,Parti des Indépendants de l'Est,Parti des Independants de l'Est,none,no family,,,,,,,,,,,,,7,604,12
LUX,Luxembourg,PSI,Jean Gremling List -- Independent Socialists,Jean Gremling List – Socialistes Indépendants,Jean Gremling List -- Socialistes Independants,soc,Social democracy,,,,,,,,,,,,,7,1339,11
LUX,Luxembourg,SDP,Social Democratic Party,Sozialdemokratesch Partei – Parti Social Démocrate – Sozialdemokratische Partei,Sozialdemokratesch Partei -- Parti Social Democrate -- Sozialdemokratische Partei,soc,Social democracy,,,,,,,,,,,,,7,1134,11
LUX,Luxembourg,etc,others,others,others,none,no family,,,,,,,,,,,,,7,1381,12
LUX,Luxembourg,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,7,1002,12
LVA,Latvia,D,Motherland,Dzimtene,Dzimtene,com,Communist/Socialist,,,,,,,,,,,,,55,847,14
LVA,Latvia,DCP,Democratic Centre Party,Demokr?tisk? Centra Partija,Demokratiska Centra Partija,lib,Liberal,,,,,87430,,,,,,,,55,384,6
LVA,Latvia,DPS,Democratic Party Saimnieks,"Demokr?tisk? partija ""Saimnieks""","Demokratiska partija ""Saimnieks""",lib,Liberal,,,,,87411,,,,,,,,55,759,6
LVA,Latvia,DT,Labour and Justice,Darbs un Taisn?gums,Darbs un Taisnigums,all,electoral alliance,,,,,,,,,,,,,55,72,27
LVA,Latvia,JD,New Democrats,Jaunie Demokr?ti,Jaunie Demokrati,con,Conservative,,,,,,,,,,,,,55,1294,26
LVA,Latvia,JL,New Era,Jaunais Laiks,Jaunais laiks,con,Conservative,7.302631578947368,7.078947368421052,5.640701754385965,8.78654970760234,87423,353,1428423,,,,2054,2401,55,1518,26
LVA,Latvia,JP,New Era Party,Jaun? partija,Jaun? partija,con,Conservative,,,,,87431,,,,,,,,55,550,26
LVA,Latvia,K,Conservative Party,Konservat?v? partija,Konservativa partija,con,Conservative,,,,,,,,,,,,,55,1351,26
LVA,Latvia,KDS,Christian Democratic Union,Krist?gi demokr?tisk? savien?ba,Kristigi demokratiska savieniba,chr,Christian democracy,,,,,87520,,,,,,,,55,239,3
LVA,Latvia,KPSS,Communist Party of the Soviet Union,Kommunisti?eskaja partija Sovetskogo Sojuza,Kommunisticheskaya partiya Sovetskogo Soyuza,com,Communist/Socialist,,,,,,,,,,,,,55,1260,14
LVA,Latvia,L,Equal Rights,L?dzties?ba,Lidztiesiba,eth,Ethnic,1.25,2.1092982456140352,5.583684210526316,4.868421052631579,87951,,,,,,2106,2402,55,928,17
LVA,Latvia,LC,Latvian Way,Latvijas Ce?š,Latvijas cels,lib,Liberal,6.125,7.165,4.835,10,87410,,,,,,,2407,55,526,6
LVA,Latvia,LDDP,Latvian Democratic Labour Party,Latvijas Demokr?tisk? darba partija,Latvijas Demokratiska darba partija,lib,Liberal,,,,,,,,,,,,,55,1561,6
LVA,Latvia,LG,Light of Latgale,Latgales Gaisma,Latgales Gaisma,reg,Regional,,,,,,,,,,,,,55,956,9
LVA,Latvia,LKPP,Latvia’s Party of Russian Citizens,Latvijas Krievu pilso?u partija,Latvijas Krievu pilsonu partija,eth,Ethnic,,,,,,,,,,,,,55,1083,17
LVA,Latvia,LNNK,Latvian National Independence Movement,Latvijas Nacion?l?s Neatkar?bas Kust?ba,Latvijas Nacionalas Neatkaribas Kustiba,right,Right-wing,8.375,6.54,7.585,6.666666666666666,87710,,,,,,,2406,55,1557,40
